flight_no,origin,destination,departure,arrival,base_price,bag_price,bags_allowed
CC515,WUE,JBN,2021-09-05T00:45:00,2021-09-05T01:55:00,18.0,9,2
CC202,VVH,WUE,2021-09-05T01:50:00,2021-09-05T04:30:00,41.0,9,2
CC229,BPZ,VVH,2021-09-05T02:00:00,2021-09-05T06:15:00,126.0,9,2
CC329,EZO,NNB,2021-09-05T02:45:00,2021-09-05T05:35:00,60.0,9,2
JT755,WUE,EZO,2021-09-05T02:55:00,2021-09-05T06:10:00,76.0,11,1
YL046,WUE,BPZ,2021-09-05T03:50:00,2021-09-05T09:20:00,317.0,10,2
CC515,JBN,WUE,2021-09-05T03:55:00,2021-09-05T05:05:00,18.0,9,2
JT459,NNB,JBN,2021-09-05T04:00:00,2021-09-05T06:05:00,33.0,11,1
CC118,VVH,WTN,2021-09-05T04:40:00,2021-09-05T09:25:00,193.0,9,2
JT512,NNB,VVH,2021-09-05T04:55:00,2021-09-05T06:45:00,27.0,11,1
YL471,JBN,EZO,2021-09-05T04:55:00,2021-09-05T07:30:00,31.0,10,1
YL596,NNB,JBN,2021-09-05T06:35:00,2021-09-05T08:40:00,16.0,10,2
YL690,ZRW,BPZ,2021-09-05T06:40:00,2021-09-05T09:50:00,73.0,10,1
JT465,NNB,WUE,2021-09-05T07:30:00,2021-09-05T10:45:00,71.0,11,1
JT467,NNB,WTN,2021-09-05T08:15:00,2021-09-05T11:05:00,45.0,11,1
CC131,JBN,WTN,2021-09-05T08:20:00,2021-09-05T13:00:00,176.0,9,2
JT200,BPZ,NNB,2021-09-05T08:20:00,2021-09-05T10:40:00,41.0,11,2
CC419,BPZ,NNB,2021-09-05T08:40:00,2021-09-05T11:00:00,39.0,9,2
JT341,BPZ,ZRW,2021-09-05T08:40:00,2021-09-05T11:50:00,59.0,11,2
CC451,EZO,WTN,2021-09-05T08:50:00,2021-09-05T12:25:00,95.0,9,2
CC229,VVH,BPZ,2021-09-05T10:15:00,2021-09-05T14:30:00,126.0,9,2
YL320,WUE,JBN,2021-09-05T10:20:00,2021-09-05T11:30:00,2.0,10,2
JT459,JBN,NNB,2021-09-05T11:05:00,2021-09-05T13:10:00,33.0,11,1
JT755,EZO,WUE,2021-09-05T11:10:00,2021-09-05T14:25:00,76.0,11,1
CC329,NNB,EZO,2021-09-05T11:35:00,2021-09-05T14:25:00,60.0,9,2
YL596,JBN,NNB,2021-09-05T12:40:00,2021-09-05T14:45:00,16.0,10,2
JT512,VVH,NNB,2021-09-05T12:45:00,2021-09-05T14:35:00,27.0,11,1
CC419,NNB,BPZ,2021-09-05T13:00:00,2021-09-05T15:20:00,39.0,9,2
JT106,ZRW,WTN,2021-09-05T13:20:00,2021-09-05T17:00:00,98.0,11,2
CC118,WTN,VVH,2021-09-05T13:25:00,2021-09-05T18:10:00,193.0,9,2
JT226,VVH,WTN,2021-09-05T14:00:00,2021-09-05T18:45:00,188.0,11,2
JT467,WTN,NNB,2021-09-05T14:05:00,2021-09-05T16:55:00,45.0,11,1
YL193,BPZ,EZO,2021-09-05T14:05:00,2021-09-05T17:35:00,114.0,10,2
CC753,NNB,JBN,2021-09-05T14:10:00,2021-09-05T16:15:00,53.0,9,2
JT200,NNB,BPZ,2021-09-05T14:40:00,2021-09-05T17:00:00,41.0,11,2
JT148,EZO,WTN,2021-09-05T15:50:00,2021-09-05T19:25:00,90.0,11,2
JT341,ZRW,BPZ,2021-09-05T15:50:00,2021-09-05T19:00:00,59.0,11,2
YL366,NNB,ZRW,2021-09-05T16:10:00,2021-09-05T19:10:00,47.0,10,2
CC451,WTN,EZO,2021-09-05T16:25:00,2021-09-05T20:00:00,95.0,9,2
YL320,JBN,WUE,2021-09-05T16:30:00,2021-09-05T17:40:00,2.0,10,2
CC143,JBN,ZRW,2021-09-05T16:35:00,2021-09-05T21:25:00,211.0,9,2
YL562,WUE,WTN,2021-09-05T17:30:00,2021-09-05T23:15:00,337.0,10,2
JT105,WUE,ZRW,2021-09-05T18:00:00,2021-09-06T00:00:00,345.0,11,2
CC131,WTN,JBN,2021-09-05T19:00:00,2021-09-05T23:40:00,176.0,9,2
JT106,WTN,ZRW,2021-09-05T20:00:00,2021-09-05T23:40:00,98.0,11,2
CC753,JBN,NNB,2021-09-05T20:15:00,2021-09-05T22:20:00,53.0,9,2
YL837,WUE,VVH,2021-09-05T21:10:00,2021-09-05T23:50:00,55.0,10,1
YL244,VVH,WTN,2021-09-05T21:20:00,2021-09-06T02:05:00,189.0,10,2
JT148,WTN,EZO,2021-09-05T21:25:00,2021-09-06T01:00:00,90.0,11,2
YL643,WUE,ZRW,2021-09-05T21:55:00,2021-09-06T03:55:00,366.0,10,2
YL366,ZRW,NNB,2021-09-05T23:10:00,2021-09-06T02:10:00,47.0,10,2
YL193,EZO,BPZ,2021-09-05T23:35:00,2021-09-06T03:05:00,114.0,10,2
CC143,ZRW,JBN,2021-09-06T00:25:00,2021-09-06T05:15:00,211.0,9,2
JT226,WTN,VVH,2021-09-06T00:45:00,2021-09-06T05:30:00,188.0,11,2
JT704,JBN,ZRW,2021-09-06T01:45:00,2021-09-06T06:35:00,198.0,11,2
YL562,WTN,WUE,2021-09-06T03:15:00,2021-09-06T09:00:00,337.0,10,2
YL837,VVH,WUE,2021-09-06T03:50:00,2021-09-06T06:30:00,55.0,10,1
JT105,ZRW,WUE,2021-09-06T04:00:00,2021-09-06T10:00:00,345.0,11,2
YL244,WTN,VVH,2021-09-06T04:05:00,2021-09-06T08:50:00,189.0,10,2
CC366,NNB,ZRW,2021-09-06T05:25:00,2021-09-06T08:25:00,42.0,9,1
YL302,WUE,NNB,2021-09-06T05:50:00,2021-09-06T09:05:00,62.0,10,2
YL568,BPZ,NNB,2021-09-06T06:35:00,2021-09-06T08:55:00,54.0,10,2
CC742,ZRW,WTN,2021-09-06T06:55:00,2021-09-06T10:35:00,95.0,9,2
YL336,ZRW,WTN,2021-09-06T08:55:00,2021-09-06T12:35:00,115.0,10,2
YL643,ZRW,WUE,2021-09-06T09:55:00,2021-09-06T15:55:00,366.0,10,2
YL311,BPZ,VVH,2021-09-06T10:15:00,2021-09-06T14:30:00,147.0,10,2
YL568,NNB,BPZ,2021-09-06T10:55:00,2021-09-06T13:15:00,54.0,10,2
CC366,ZRW,NNB,2021-09-06T11:25:00,2021-09-06T14:25:00,42.0,9,1
JT626,WUE,VVH,2021-09-06T12:00:00,2021-09-06T14:40:00,67.0,11,1
YL302,NNB,WUE,2021-09-06T12:05:00,2021-09-06T15:20:00,62.0,10,2
JT704,ZRW,JBN,2021-09-06T12:35:00,2021-09-06T17:25:00,198.0,11,2
CC235,VVH,JBN,2021-09-06T15:00:00,2021-09-06T16:50:00,47.0,9,1
JT104,EZO,ZRW,2021-09-06T16:05:00,2021-09-06T21:45:00,333.0,11,2
CC742,WTN,ZRW,2021-09-06T16:35:00,2021-09-06T20:15:00,95.0,9,2
YL311,VVH,BPZ,2021-09-06T17:30:00,2021-09-06T21:45:00,147.0,10,2
YL336,WTN,ZRW,2021-09-06T17:35:00,2021-09-06T21:15:00,115.0,10,2
CC235,JBN,VVH,2021-09-06T18:50:00,2021-09-06T20:40:00,47.0,9,1
CC563,VVH,ZRW,2021-09-06T19:00:00,2021-09-06T22:30:00,77.0,9,2
JT626,VVH,WUE,2021-09-06T20:40:00,2021-09-06T23:20:00,67.0,11,1
YL225,EZO,NNB,2021-09-06T21:45:00,2021-09-07T00:35:00,66.0,10,1
JT104,ZRW,EZO,2021-09-06T23:45:00,2021-09-07T05:25:00,333.0,11,2
JT808,WUE,JBN,2021-09-07T00:05:00,2021-09-07T01:15:00,36.0,11,2
JT457,NNB,ZRW,2021-09-07T00:30:00,2021-09-07T03:30:00,77.0,11,2
CC612,EZO,JBN,2021-09-07T01:05:00,2021-09-07T03:40:00,30.0,9,2
YL225,NNB,EZO,2021-09-07T02:35:00,2021-09-07T05:25:00,66.0,10,1
YL714,EZO,WTN,2021-09-07T02:50:00,2021-09-07T06:25:00,100.0,10,2
CC156,WUE,EZO,2021-09-07T03:30:00,2021-09-07T06:45:00,64.0,9,2
CC563,ZRW,VVH,2021-09-07T03:30:00,2021-09-07T07:00:00,77.0,9,2
YL826,VVH,ZRW,2021-09-07T04:20:00,2021-09-07T07:50:00,100.0,10,2
CC535,WUE,ZRW,2021-09-07T04:45:00,2021-09-07T10:45:00,350.0,9,2
JT808,JBN,WUE,2021-09-07T06:15:00,2021-09-07T07:25:00,36.0,11,2
YL120,JBN,WTN,2021-09-07T08:20:00,2021-09-07T13:00:00,205.0,10,2
JT457,ZRW,NNB,2021-09-07T08:30:00,2021-09-07T11:30:00,77.0,11,2
JT323,JBN,WTN,2021-09-07T09:30:00,2021-09-07T14:10:00,185.0,11,2
CC612,JBN,EZO,2021-09-07T09:40:00,2021-09-07T12:15:00,30.0,9,2
CC100,EZO,VVH,2021-09-07T10:05:00,2021-09-07T14:10:00,136.0,9,2
CC675,NNB,VVH,2021-09-07T10:10:00,2021-09-07T12:00:00,15.0,9,1
JT107,BPZ,VVH,2021-09-07T10:55:00,2021-09-07T15:10:00,156.0,11,2
YL591,NNB,VVH,2021-09-07T10:55:00,2021-09-07T12:45:00,30.0,10,1
YL576,EZO,ZRW,2021-09-07T11:20:00,2021-09-07T17:00:00,310.0,10,2
YL826,ZRW,VVH,2021-09-07T11:50:00,2021-09-07T15:20:00,100.0,10,2
CC561,WUE,NNB,2021-09-07T12:00:00,2021-09-07T15:15:00,84.0,9,1
CC311,WUE,WTN,2021-09-07T12:20:00,2021-09-07T18:05:00,327.0,9,2
CC211,EZO,ZRW,2021-09-07T12:20:00,2021-09-07T18:00:00,325.0,9,2
JT547,BPZ,EZO,2021-09-07T12:25:00,2021-09-07T15:55:00,92.0,11,2
YL714,WTN,EZO,2021-09-07T12:25:00,2021-09-07T16:00:00,100.0,10,2
YL492,JBN,ZRW,2021-09-07T12:35:00,2021-09-07T17:25:00,203.0,10,2
CC156,EZO,WUE,2021-09-07T12:45:00,2021-09-07T16:00:00,64.0,9,2
JT448,EZO,JBN,2021-09-07T12:45:00,2021-09-07T15:20:00,47.0,11,1
CC714,NNB,WTN,2021-09-07T14:45:00,2021-09-07T17:35:00,41.0,9,1
YL410,NNB,WTN,2021-09-07T14:45:00,2021-09-07T17:35:00,55.0,10,2
YL591,VVH,NNB,2021-09-07T14:45:00,2021-09-07T16:35:00,30.0,10,1
JT819,WUE,WTN,2021-09-07T15:10:00,2021-09-07T20:55:00,353.0,11,2
YL120,WTN,JBN,2021-09-07T16:00:00,2021-09-07T20:40:00,205.0,10,2
JT442,EZO,VVH,2021-09-07T16:25:00,2021-09-07T20:30:00,113.0,11,2
JT618,VVH,ZRW,2021-09-07T16:40:00,2021-09-07T20:10:00,90.0,11,2
CC535,ZRW,WUE,2021-09-07T16:45:00,2021-09-07T22:45:00,350.0,9,2
CC808,BPZ,WUE,2021-09-07T17:10:00,2021-09-07T22:40:00,311.0,9,2
JT448,JBN,EZO,2021-09-07T17:20:00,2021-09-07T19:55:00,47.0,11,1
JT510,EZO,NNB,2021-09-07T17:50:00,2021-09-07T20:40:00,61.0,11,1
CC675,VVH,NNB,2021-09-07T18:00:00,2021-09-07T19:50:00,15.0,9,1
YL774,VVH,JBN,2021-09-07T18:05:00,2021-09-07T19:55:00,13.0,10,2
CC202,WUE,VVH,2021-09-07T18:10:00,2021-09-07T20:50:00,41.0,9,2
JT323,WTN,JBN,2021-09-07T18:10:00,2021-09-07T22:50:00,185.0,11,2
JT178,VVH,JBN,2021-09-07T18:15:00,2021-09-07T20:05:00,30.0,11,1
CC813,BPZ,EZO,2021-09-07T18:30:00,2021-09-07T22:00:00,76.0,9,2
YL278,BPZ,JBN,2021-09-07T19:00:00,2021-09-07T23:15:00,124.0,10,2
CC100,VVH,EZO,2021-09-07T19:10:00,2021-09-07T23:15:00,136.0,9,2
JT107,VVH,BPZ,2021-09-07T19:10:00,2021-09-07T23:25:00,156.0,11,2
CC561,NNB,WUE,2021-09-07T19:15:00,2021-09-07T22:30:00,84.0,9,1
CC311,WTN,WUE,2021-09-07T20:05:00,2021-09-08T01:50:00,327.0,9,2
JT547,EZO,BPZ,2021-09-07T20:55:00,2021-09-08T00:25:00,92.0,11,2
YL576,ZRW,EZO,2021-09-07T21:00:00,2021-09-08T02:40:00,310.0,10,2
YL839,WUE,EZO,2021-09-07T21:25:00,2021-09-08T00:40:00,91.0,10,1
YL492,ZRW,JBN,2021-09-07T21:25:00,2021-09-08T02:15:00,203.0,10,2
YL319,EZO,VVH,2021-09-07T21:50:00,2021-09-08T01:55:00,117.0,10,2
JT618,ZRW,VVH,2021-09-07T22:10:00,2021-09-08T01:40:00,90.0,11,2
YL410,WTN,NNB,2021-09-07T22:35:00,2021-09-08T01:25:00,55.0,10,2
JT688,BPZ,JBN,2021-09-07T22:55:00,2021-09-08T03:10:00,144.0,11,2
YL774,JBN,VVH,2021-09-07T22:55:00,2021-09-08T00:45:00,13.0,10,2
CC463,BPZ,JBN,2021-09-07T23:25:00,2021-09-08T03:40:00,126.0,9,2
YL690,BPZ,ZRW,2021-09-07T23:30:00,2021-09-08T02:40:00,73.0,10,1
CC714,WTN,NNB,2021-09-07T23:35:00,2021-09-08T02:25:00,41.0,9,1
JT510,NNB,EZO,2021-09-07T23:40:00,2021-09-08T02:30:00,61.0,11,1
CC211,ZRW,EZO,2021-09-08T00:00:00,2021-09-08T05:40:00,325.0,9,2
JT178,JBN,VVH,2021-09-08T00:05:00,2021-09-08T01:55:00,30.0,11,1
JT819,WTN,WUE,2021-09-08T00:55:00,2021-09-08T06:40:00,353.0,11,2
JT442,VVH,EZO,2021-09-08T01:30:00,2021-09-08T05:35:00,113.0,11,2
CC202,VVH,WUE,2021-09-08T01:50:00,2021-09-08T04:30:00,41.0,9,2
CC813,EZO,BPZ,2021-09-08T03:00:00,2021-09-08T06:30:00,76.0,9,2
CC808,WUE,BPZ,2021-09-08T03:40:00,2021-09-08T09:10:00,311.0,9,2
YL839,EZO,WUE,2021-09-08T03:40:00,2021-09-08T06:55:00,91.0,10,1
YL278,JBN,BPZ,2021-09-08T04:15:00,2021-09-08T08:30:00,124.0,10,2
JT688,JBN,BPZ,2021-09-08T05:10:00,2021-09-08T09:25:00,144.0,11,2
YL690,ZRW,BPZ,2021-09-08T06:40:00,2021-09-08T09:50:00,73.0,10,1
YL319,VVH,EZO,2021-09-08T06:55:00,2021-09-08T11:00:00,117.0,10,2
CC463,JBN,BPZ,2021-09-08T09:40:00,2021-09-08T13:55:00,126.0,9,2
JT465,WUE,NNB,2021-09-09T00:15:00,2021-09-09T03:30:00,71.0,11,1
YL471,EZO,JBN,2021-09-09T00:20:00,2021-09-09T02:55:00,31.0,10,1
CC515,WUE,JBN,2021-09-09T00:45:00,2021-09-09T01:55:00,18.0,9,2
CC229,BPZ,VVH,2021-09-09T02:00:00,2021-09-09T06:15:00,126.0,9,2
CC300,BPZ,ZRW,2021-09-09T02:40:00,2021-09-09T05:50:00,75.0,9,2
CC329,EZO,NNB,2021-09-09T02:45:00,2021-09-09T05:35:00,60.0,9,2
JT755,WUE,EZO,2021-09-09T02:55:00,2021-09-09T06:10:00,76.0,11,1
CC515,JBN,WUE,2021-09-09T03:55:00,2021-09-09T05:05:00,18.0,9,2
JT459,NNB,JBN,2021-09-09T04:00:00,2021-09-09T06:05:00,33.0,11,1
CC118,VVH,WTN,2021-09-09T04:40:00,2021-09-09T09:25:00,193.0,9,2
JT512,NNB,VVH,2021-09-09T04:55:00,2021-09-09T06:45:00,27.0,11,1
YL471,JBN,EZO,2021-09-09T04:55:00,2021-09-09T07:30:00,31.0,10,1
JT465,NNB,WUE,2021-09-09T07:30:00,2021-09-09T10:45:00,71.0,11,1
JT467,NNB,WTN,2021-09-09T08:15:00,2021-09-09T11:05:00,45.0,11,1
CC131,JBN,WTN,2021-09-09T08:20:00,2021-09-09T13:00:00,176.0,9,2
CC419,BPZ,NNB,2021-09-09T08:40:00,2021-09-09T11:00:00,39.0,9,2
CC229,VVH,BPZ,2021-09-09T10:15:00,2021-09-09T14:30:00,126.0,9,2
CC300,ZRW,BPZ,2021-09-09T10:50:00,2021-09-09T14:00:00,75.0,9,2
JT459,JBN,NNB,2021-09-09T11:05:00,2021-09-09T13:10:00,33.0,11,1
JT755,EZO,WUE,2021-09-09T11:10:00,2021-09-09T14:25:00,76.0,11,1
CC329,NNB,EZO,2021-09-09T11:35:00,2021-09-09T14:25:00,60.0,9,2
JT512,VVH,NNB,2021-09-09T12:45:00,2021-09-09T14:35:00,27.0,11,1
CC419,NNB,BPZ,2021-09-09T13:00:00,2021-09-09T15:20:00,39.0,9,2
JT106,ZRW,WTN,2021-09-09T13:20:00,2021-09-09T17:00:00,98.0,11,2
CC118,WTN,VVH,2021-09-09T13:25:00,2021-09-09T18:10:00,193.0,9,2
JT467,WTN,NNB,2021-09-09T14:05:00,2021-09-09T16:55:00,45.0,11,1
JT409,BPZ,WUE,2021-09-09T15:50:00,2021-09-09T21:20:00,304.0,11,2
JT148,EZO,WTN,2021-09-09T15:50:00,2021-09-09T19:25:00,90.0,11,2
YL366,NNB,ZRW,2021-09-09T16:10:00,2021-09-09T19:10:00,47.0,10,2
YL562,WUE,WTN,2021-09-09T17:30:00,2021-09-09T23:15:00,337.0,10,2
CC131,WTN,JBN,2021-09-09T19:00:00,2021-09-09T23:40:00,176.0,9,2
JT106,WTN,ZRW,2021-09-09T20:00:00,2021-09-09T23:40:00,98.0,11,2
YL046,BPZ,WUE,2021-09-09T20:20:00,2021-09-10T01:50:00,317.0,10,2
YL244,VVH,WTN,2021-09-09T21:20:00,2021-09-10T02:05:00,189.0,10,2
JT148,WTN,EZO,2021-09-09T21:25:00,2021-09-10T01:00:00,90.0,11,2
YL366,ZRW,NNB,2021-09-09T23:10:00,2021-09-10T02:10:00,47.0,10,2
JT409,WUE,BPZ,2021-09-10T00:20:00,2021-09-10T05:50:00,304.0,11,2
YL562,WTN,WUE,2021-09-10T03:15:00,2021-09-10T09:00:00,337.0,10,2
YL046,WUE,BPZ,2021-09-10T03:50:00,2021-09-10T09:20:00,317.0,10,2
YL244,WTN,VVH,2021-09-10T04:05:00,2021-09-10T08:50:00,189.0,10,2
YL596,NNB,JBN,2021-09-10T06:35:00,2021-09-10T08:40:00,16.0,10,2
JT200,BPZ,NNB,2021-09-10T08:20:00,2021-09-10T10:40:00,41.0,11,2
JT341,BPZ,ZRW,2021-09-10T08:40:00,2021-09-10T11:50:00,59.0,11,2
CC451,EZO,WTN,2021-09-10T08:50:00,2021-09-10T12:25:00,95.0,9,2
YL320,WUE,JBN,2021-09-10T10:20:00,2021-09-10T11:30:00,2.0,10,2
YL596,JBN,NNB,2021-09-10T12:40:00,2021-09-10T14:45:00,16.0,10,2
JT226,VVH,WTN,2021-09-10T14:00:00,2021-09-10T18:45:00,188.0,11,2
YL193,BPZ,EZO,2021-09-10T14:05:00,2021-09-10T17:35:00,114.0,10,2
CC753,NNB,JBN,2021-09-10T14:10:00,2021-09-10T16:15:00,53.0,9,2
JT200,NNB,BPZ,2021-09-10T14:40:00,2021-09-10T17:00:00,41.0,11,2
JT341,ZRW,BPZ,2021-09-10T15:50:00,2021-09-10T19:00:00,59.0,11,2
CC451,WTN,EZO,2021-09-10T16:25:00,2021-09-10T20:00:00,95.0,9,2
YL320,JBN,WUE,2021-09-10T16:30:00,2021-09-10T17:40:00,2.0,10,2
CC143,JBN,ZRW,2021-09-10T16:35:00,2021-09-10T21:25:00,211.0,9,2
JT105,WUE,ZRW,2021-09-10T18:00:00,2021-09-11T00:00:00,345.0,11,2
CC753,JBN,NNB,2021-09-10T20:15:00,2021-09-10T22:20:00,53.0,9,2
YL837,WUE,VVH,2021-09-10T21:10:00,2021-09-10T23:50:00,55.0,10,1
YL643,WUE,ZRW,2021-09-10T21:55:00,2021-09-11T03:55:00,366.0,10,2
YL193,EZO,BPZ,2021-09-10T23:35:00,2021-09-11T03:05:00,114.0,10,2
CC143,ZRW,JBN,2021-09-11T00:25:00,2021-09-11T05:15:00,211.0,9,2
JT226,WTN,VVH,2021-09-11T00:45:00,2021-09-11T05:30:00,188.0,11,2
JT704,JBN,ZRW,2021-09-11T01:45:00,2021-09-11T06:35:00,198.0,11,2
YL837,VVH,WUE,2021-09-11T03:50:00,2021-09-11T06:30:00,55.0,10,1
JT105,ZRW,WUE,2021-09-11T04:00:00,2021-09-11T10:00:00,345.0,11,2
CC366,NNB,ZRW,2021-09-11T05:25:00,2021-09-11T08:25:00,42.0,9,1
YL302,WUE,NNB,2021-09-11T05:50:00,2021-09-11T09:05:00,62.0,10,2
YL568,BPZ,NNB,2021-09-11T06:35:00,2021-09-11T08:55:00,54.0,10,2
CC742,ZRW,WTN,2021-09-11T06:55:00,2021-09-11T10:35:00,95.0,9,2
YL336,ZRW,WTN,2021-09-11T08:55:00,2021-09-11T12:35:00,115.0,10,2
YL643,ZRW,WUE,2021-09-11T09:55:00,2021-09-11T15:55:00,366.0,10,2
YL311,BPZ,VVH,2021-09-11T10:15:00,2021-09-11T14:30:00,147.0,10,2
YL568,NNB,BPZ,2021-09-11T10:55:00,2021-09-11T13:15:00,54.0,10,2
CC366,ZRW,NNB,2021-09-11T11:25:00,2021-09-11T14:25:00,42.0,9,1
JT626,WUE,VVH,2021-09-11T12:00:00,2021-09-11T14:40:00,67.0,11,1
YL302,NNB,WUE,2021-09-11T12:05:00,2021-09-11T15:20:00,62.0,10,2
JT704,ZRW,JBN,2021-09-11T12:35:00,2021-09-11T17:25:00,198.0,11,2
CC235,VVH,JBN,2021-09-11T15:00:00,2021-09-11T16:50:00,47.0,9,1
JT104,EZO,ZRW,2021-09-11T16:05:00,2021-09-11T21:45:00,333.0,11,2
CC742,WTN,ZRW,2021-09-11T16:35:00,2021-09-11T20:15:00,95.0,9,2
YL311,VVH,BPZ,2021-09-11T17:30:00,2021-09-11T21:45:00,147.0,10,2
YL336,WTN,ZRW,2021-09-11T17:35:00,2021-09-11T21:15:00,115.0,10,2
CC235,JBN,VVH,2021-09-11T18:50:00,2021-09-11T20:40:00,47.0,9,1
CC563,VVH,ZRW,2021-09-11T19:00:00,2021-09-11T22:30:00,77.0,9,2
JT626,VVH,WUE,2021-09-11T20:40:00,2021-09-11T23:20:00,67.0,11,1
YL225,EZO,NNB,2021-09-11T21:45:00,2021-09-12T00:35:00,66.0,10,1
JT104,ZRW,EZO,2021-09-11T23:45:00,2021-09-12T05:25:00,333.0,11,2
JT457,NNB,ZRW,2021-09-12T00:30:00,2021-09-12T03:30:00,77.0,11,2
CC612,EZO,JBN,2021-09-12T01:05:00,2021-09-12T03:40:00,30.0,9,2
YL225,NNB,EZO,2021-09-12T02:35:00,2021-09-12T05:25:00,66.0,10,1
YL714,EZO,WTN,2021-09-12T02:50:00,2021-09-12T06:25:00,100.0,10,2
CC563,ZRW,VVH,2021-09-12T03:30:00,2021-09-12T07:00:00,77.0,9,2
YL120,JBN,WTN,2021-09-12T08:20:00,2021-09-12T13:00:00,205.0,10,2
JT457,ZRW,NNB,2021-09-12T08:30:00,2021-09-12T11:30:00,77.0,11,2
JT323,JBN,WTN,2021-09-12T09:30:00,2021-09-12T14:10:00,185.0,11,2
CC612,JBN,EZO,2021-09-12T09:40:00,2021-09-12T12:15:00,30.0,9,2
JT107,BPZ,VVH,2021-09-12T10:55:00,2021-09-12T15:10:00,156.0,11,2
YL591,NNB,VVH,2021-09-12T10:55:00,2021-09-12T12:45:00,30.0,10,1
YL576,EZO,ZRW,2021-09-12T11:20:00,2021-09-12T17:00:00,310.0,10,2
CC561,WUE,NNB,2021-09-12T12:00:00,2021-09-12T15:15:00,84.0,9,1
CC311,WUE,WTN,2021-09-12T12:20:00,2021-09-12T18:05:00,327.0,9,2
CC211,EZO,ZRW,2021-09-12T12:20:00,2021-09-12T18:00:00,325.0,9,2
JT547,BPZ,EZO,2021-09-12T12:25:00,2021-09-12T15:55:00,92.0,11,2
YL714,WTN,EZO,2021-09-12T12:25:00,2021-09-12T16:00:00,100.0,10,2
YL492,JBN,ZRW,2021-09-12T12:35:00,2021-09-12T17:25:00,203.0,10,2
JT448,EZO,JBN,2021-09-12T12:45:00,2021-09-12T15:20:00,47.0,11,1
YL410,NNB,WTN,2021-09-12T14:45:00,2021-09-12T17:35:00,55.0,10,2
YL591,VVH,NNB,2021-09-12T14:45:00,2021-09-12T16:35:00,30.0,10,1
JT819,WUE,WTN,2021-09-12T15:10:00,2021-09-12T20:55:00,353.0,11,2
YL120,WTN,JBN,2021-09-12T16:00:00,2021-09-12T20:40:00,205.0,10,2
JT442,EZO,VVH,2021-09-12T16:25:00,2021-09-12T20:30:00,113.0,11,2
JT618,VVH,ZRW,2021-09-12T16:40:00,2021-09-12T20:10:00,90.0,11,2
JT448,JBN,EZO,2021-09-12T17:20:00,2021-09-12T19:55:00,47.0,11,1
YL774,VVH,JBN,2021-09-12T18:05:00,2021-09-12T19:55:00,13.0,10,2
CC202,WUE,VVH,2021-09-12T18:10:00,2021-09-12T20:50:00,41.0,9,2
JT323,WTN,JBN,2021-09-12T18:10:00,2021-09-12T22:50:00,185.0,11,2
JT178,VVH,JBN,2021-09-12T18:15:00,2021-09-12T20:05:00,30.0,11,1
CC813,BPZ,EZO,2021-09-12T18:30:00,2021-09-12T22:00:00,76.0,9,2
JT107,VVH,BPZ,2021-09-12T19:10:00,2021-09-12T23:25:00,156.0,11,2
CC561,NNB,WUE,2021-09-12T19:15:00,2021-09-12T22:30:00,84.0,9,1
CC311,WTN,WUE,2021-09-12T20:05:00,2021-09-13T01:50:00,327.0,9,2
JT547,EZO,BPZ,2021-09-12T20:55:00,2021-09-13T00:25:00,92.0,11,2
YL576,ZRW,EZO,2021-09-12T21:00:00,2021-09-13T02:40:00,310.0,10,2
YL492,ZRW,JBN,2021-09-12T21:25:00,2021-09-13T02:15:00,203.0,10,2
JT618,ZRW,VVH,2021-09-12T22:10:00,2021-09-13T01:40:00,90.0,11,2
YL410,WTN,NNB,2021-09-12T22:35:00,2021-09-13T01:25:00,55.0,10,2
JT688,BPZ,JBN,2021-09-12T22:55:00,2021-09-13T03:10:00,144.0,11,2
YL774,JBN,VVH,2021-09-12T22:55:00,2021-09-13T00:45:00,13.0,10,2
CC463,BPZ,JBN,2021-09-12T23:25:00,2021-09-13T03:40:00,126.0,9,2
YL690,BPZ,ZRW,2021-09-12T23:30:00,2021-09-13T02:40:00,73.0,10,1
CC211,ZRW,EZO,2021-09-13T00:00:00,2021-09-13T05:40:00,325.0,9,2
JT808,WUE,JBN,2021-09-13T00:05:00,2021-09-13T01:15:00,36.0,11,2
JT178,JBN,VVH,2021-09-13T00:05:00,2021-09-13T01:55:00,30.0,11,1
JT819,WTN,WUE,2021-09-13T00:55:00,2021-09-13T06:40:00,353.0,11,2
JT442,VVH,EZO,2021-09-13T01:30:00,2021-09-13T05:35:00,113.0,11,2
CC202,VVH,WUE,2021-09-13T01:50:00,2021-09-13T04:30:00,41.0,9,2
CC813,EZO,BPZ,2021-09-13T03:00:00,2021-09-13T06:30:00,76.0,9,2
CC156,WUE,EZO,2021-09-13T03:30:00,2021-09-13T06:45:00,64.0,9,2
YL826,VVH,ZRW,2021-09-13T04:20:00,2021-09-13T07:50:00,100.0,10,2
CC535,WUE,ZRW,2021-09-13T04:45:00,2021-09-13T10:45:00,350.0,9,2
JT688,JBN,BPZ,2021-09-13T05:10:00,2021-09-13T09:25:00,144.0,11,2
JT808,JBN,WUE,2021-09-13T06:15:00,2021-09-13T07:25:00,36.0,11,2
YL690,ZRW,BPZ,2021-09-13T06:40:00,2021-09-13T09:50:00,73.0,10,1
CC463,JBN,BPZ,2021-09-13T09:40:00,2021-09-13T13:55:00,126.0,9,2
